Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[7]     40.0    0.18    3.92  245900         refine_subpel [7]
                1.07    0.00 1525859/1818157     mc_chroma [10]
                0.91    0.00 1847582/2265280     get_ref [13]
                0.03    0.49 1248412/1680416     x264_pixel_satd_8x8 [20]
                0.01    0.49  308308/375810      x264_pixel_satd_16x16 [22]
                0.32    0.00   66207/192561      x264_pixel_sad_x4_16x16 [18]
                0.21    0.00  162335/473903      x264_pixel_sad_x4_8x8 [23]
                0.13    0.00  911318/1739448     x264_pixel_satd_4x4 [31]
                0.00    0.06   82151/82151       x264_pixel_satd_16x8 [54]
                0.00    0.06   81209/81209       x264_pixel_satd_8x16 [55]
                0.04    0.00   14321/41149       x264_pixel_sad_x4_8x16 [42]
                0.04    0.00   14426/41476       x264_pixel_sad_x4_16x8 [41]
                0.00    0.03  112191/112191      x264_pixel_satd_4x8 [77]
                0.02    0.00  115274/7136026     x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.02    2.29   29304/29304       x264_macroblock_analyse [5]
[8]     22.5    0.02    2.29   29304         x264_mb_analyse_inter_p16x16 [8]
                0.03    1.71   63177/245900      x264_me_search_ref [6]
                0.00    0.26   10986/47627       x264_rd_cost_mb [12]
                0.00    0.16   16789/16789       x264_macroblock_probe_skip [36]
                0.00    0.05   69672/71256       x264_pixel_sa8d_8x8 [68]
                0.04    0.00  278688/1739448     x264_pixel_satd_4x4 [31]
                0.02    0.00   69672/616875      x264_pixel_sad_8x8 [33]
                0.01    0.00   63177/63177       x264_mb_predict_mv_ref16x16 [93]
                0.01    0.00   63177/64937       x264_mb_predict_mv_16x16 [92]
                0.00    0.00   11886/66341       x264_analyse_update_cache [108]
                0.00    0.00  278688/285024      x264_pixel_sad_4x4 [119]
-----------------------------------------------
                0.02    0.00  115274/7136026     refine_subpel [7]
                0.06    0.00  324836/7136026     x264_pixel_satd_8x16 [55]
                0.06    0.00  328604/7136026     x264_pixel_satd_16x8 [54]
                0.59    0.00 3006480/7136026     x264_pixel_satd_16x16 [22]
                0.66    0.00 3360832/7136026     x264_pixel_satd_8x8 [20]
[9]     13.8    1.41    0.00 7136026         x264_pixel_satd_8x4 [9]
-----------------------------------------------
                0.02    0.00   29096/1818157     x264_macroblock_probe_skip [36]
                0.08    0.00  115458/1818157     x264_mb_mc_0xywh [37]
                0.10    0.00  147744/1818157     x264_mb_mc_8x8 [38]
                1.07    0.00 1525859/1818157     refine_subpel [7]
[10]    12.4    1.27    0.00 1818157         mc_chroma [10]
-----------------------------------------------
                0.02    0.46   29700/77327       x264_slice_write [4]
                0.02    0.73   47627/77327       x264_rd_cost_mb [12]
[11]    12.0    0.04    1.19   77327         x264_macroblock_encode [11]
                0.05    0.39   65441/65441       x264_mb_encode_8x8_chroma [27]
                0.28    0.00 1024880/1872446     quant_4x4 [26]
                0.00    0.26   62941/62941       x264_mb_mc [30]
                0.08    0.00   48961/70202       add8x8_idct [39]
                0.00    0.07   64055/64055       sub16x16_dct [53]
                0.02    0.00   64055/477870      sub8x8_dct [35]
                0.02    0.00  186001/305449      dequant_4x4 [79]
                0.01    0.00  117816/124983      x264_decimate_score16 [90]
                0.01    0.00  187070/318106      zigzag_scan_4x4_frame [105]
                0.00    0.00    1386/33815       x264_mb_encode_i4x4 [81]
                0.00    0.00     234/16199       predict_16x16_p [83]
                0.00    0.00    1386/61698       mc_copy_w16 [95]
                0.00    0.00     740/92653       x264_decimate_score15 [82]
                0.00    0.00     658/62288       predict_8x8c_p [94]
                0.00    0.00     462/46449       predict_4x4_h [97]
                0.00    0.00     102/37313       predict_4x4_hd [98]
                0.00    0.00    1688/64530       predict_8x8c_v [124]
                0.00    0.00    1312/62942       predict_8x8c_dc [125]
                0.00    0.00    1238/65242       predict_8x8c_h [123]
                0.00    0.00    1114/1114        dct4x4dc [160]
                0.00    0.00    1114/1114        quant_4x4_dc [161]
                0.00    0.00    1069/1069        idct4x4dc [163]
                0.00    0.00    1069/1069        dequant_4x4_dc [162]
                0.00    0.00     709/709         add16x16_idct [165]
                0.00    0.00     604/17756       predict_16x16_h [148]
                0.00    0.00     366/366         add16x16_idct_dc [169]
                0.00    0.00     253/39782       predict_4x4_v [130]
                0.00    0.00     176/43858       predict_4x4_dc [128]
                0.00    0.00     172/38512       predict_4x4_hu [131]
                0.00    0.00     162/16127       predict_16x16_dc [152]
                0.00    0.00     103/16674       predict_16x16_v [150]
                0.00    0.00      84/36514       predict_4x4_ddr [134]
                0.00    0.00      80/2454        predict_8x8c_dc_left [155]
                0.00    0.00      61/36324       predict_4x4_vr [136]
                0.00    0.00      38/36821       predict_4x4_ddl [133]
                0.00    0.00      38/36418       predict_4x4_vl [135]
                0.00    0.00      18/1230        predict_8x8c_dc_top [157]
                0.00    0.00       6/118         predict_8x8c_dc_128 [178]
                0.00    0.00       6/612         predict_16x16_dc_top [166]
                0.00    0.00       4/1191        predict_16x16_dc_left [159]
                0.00    0.00       1/57          predict_16x16_dc_128 [189]
-----------------------------------------------
                0.00    0.05    1976/47627       x264_intra_rd [71]
                0.00    0.26   10986/47627       x264_mb_analyse_inter_p16x16 [8]
                0.01    0.82   34665/47627       x264_mb_analyse_p_rd [19]
[12]    11.1    0.02    1.12   47627         x264_rd_cost_mb [12]
                0.02    0.73   47627/77327       x264_macroblock_encode [11]
