Port, Packet #, Arrival Time, Inter-Packet Time, Inter-Message Time, messageType, sequenceId, embedded Time
M <- S, 212, 38.071048021, 0.076514006, 1.999934912, 0x2: EVENT:PATH_DELAY_REQ, 6384, 1312261153.087069300
M -> S, 213, 38.071243048, 0.000195026, 1.999934912, 0x3: EVENT:PATH_DELAY_RESP, 6384, 1312261153.088161900
M -> S, 214, 38.071330070, 0.000087023, 1.999934912, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6384, 1312261153.088354100
M -> S, 215, 38.994440079, 0.923110008, 1.000008106, 0x0: EVENT:SYNC, 12805, 1312261154.011536800
M -> S, 216, 38.994471073, 0.000030994, 2.000000954, 0xB: GENER:ANNOUNCE, 6402, 0.000000000
M -> S, 217, 38.994486094, 0.000015020, 2.000001907, 0x2: EVENT:PATH_DELAY_REQ, 6402, 1312261154.011597200
M -> S, 218, 38.994569063, 0.000082970, 1.000035048, 0x8: GENER:FOLLOW_UP, 12805, 1312261154.011550900
M <- S, 219, 38.995444059, 0.000874996, 2.000020981, 0x3: EVENT:PATH_DELAY_RESP, 6402, 1312261154.010915000
M <- S, 220, 38.995459080, 0.000015020, 2.000020981, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6402, 1312261154.011437900
M -> S, 221, 39.994434118, 0.998975039, 0.999994040, 0x0: EVENT:SYNC, 12806, 1312261155.011531100
M -> S, 222, 39.994537115, 0.000102997, 0.999968052, 0x8: GENER:FOLLOW_UP, 12806, 1312261155.011544900
M <- S, 223, 40.071196079, 0.076658964, 2.000148058, 0x2: EVENT:PATH_DELAY_REQ, 6385, 1312261155.087127400
M -> S, 224, 40.071393013, 0.000196934, 2.000149965, 0x3: EVENT:PATH_DELAY_RESP, 6385, 1312261155.088310000
M -> S, 225, 40.071480036, 0.000087023, 2.000149965, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6385, 1312261155.088505000
M -> S, 226, 40.994438171, 0.922958136, 1.000004053, 0x0: EVENT:SYNC, 12807, 1312261156.011535400
M -> S, 227, 40.994469166, 0.000030994, 1.999998093, 0xB: GENER:ANNOUNCE, 6403, 0.000000000
M -> S, 228, 40.994484186, 0.000015020, 1.999998093, 0x2: EVENT:PATH_DELAY_REQ, 6403, 1312261156.011595000
M -> S, 229, 40.994567156, 0.000082970, 1.000030041, 0x8: GENER:FOLLOW_UP, 12807, 1312261156.011549900
M <- S, 230, 40.995412111, 0.000844955, 1.999968052, 0x3: EVENT:PATH_DELAY_RESP, 6403, 1312261156.010803000
M <- S, 231, 40.995426178, 0.000014067, 1.999967098, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6403, 1312261156.011338900
M -> S, 232, 41.994435072, 0.999008894, 0.999996901, 0x0: EVENT:SYNC, 12808, 1312261157.011532300
M -> S, 233, 41.994538069, 0.000102997, 0.999970913, 0x8: GENER:FOLLOW_UP, 12808, 1312261157.011545900
M <- S, 234, 42.071714163, 0.077176094, 2.000518084, 0x2: EVENT:PATH_DELAY_REQ, 6386, 1312261157.087559900
M -> S, 235, 42.071911097, 0.000196934, 2.000518084, 0x3: EVENT:PATH_DELAY_RESP, 6386, 1312261157.088828100
M -> S, 236, 42.072000027, 0.000088930, 2.000519991, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6386, 1312261157.089023100
M -> S, 237, 42.994418144, 0.922418118, 0.999983072, 0x0: EVENT:SYNC, 12809, 1312261158.011520100
M -> S, 238, 42.994446039, 0.000027895, 1.999976873, 0xB: GENER:ANNOUNCE, 6404, 0.000000000
M -> S, 239, 42.994460106, 0.000014067, 1.999975920, 0x2: EVENT:PATH_DELAY_REQ, 6404, 1312261158.011571600
M -> S, 240, 42.994541168, 0.000081062, 1.000003099, 0x8: GENER:FOLLOW_UP, 12809, 1312261158.011529900
M <- S, 241, 42.995532036, 0.000990868, 2.000119925, 0x3: EVENT:PATH_DELAY_RESP, 6404, 1312261158.010855000
M <- S, 242, 42.995542049, 0.000010014, 2.000115871, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6404, 1312261158.011421000
M -> S, 243, 43.994421005, 0.998878956, 1.000002861, 0x0: EVENT:SYNC, 12810, 1312261159.011522300
M -> S, 244, 43.994520187, 0.000099182, 0.999979019, 0x8: GENER:FOLLOW_UP, 12810, 1312261159.011533000
M <- S, 245, 44.071259022, 0.076738834, 1.999544859, 0x2: EVENT:PATH_DELAY_REQ, 6387, 1312261159.087117200
M -> S, 246, 44.071456194, 0.000197172, 1.999545097, 0x3: EVENT:PATH_DELAY_RESP, 6387, 1312261159.088372900
M -> S, 247, 44.071542978, 0.000086784, 1.999542952, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6387, 1312261159.088568000
M -> S, 248, 44.994436979, 0.922894001, 1.000015974, 0x0: EVENT:SYNC, 12811, 1312261160.011534700
M -> S, 249, 44.994467974, 0.000030994, 2.000021935, 0xB: GENER:ANNOUNCE, 6405, 0.000000000
M -> S, 250, 44.994482040, 0.000014067, 2.000021935, 0x2: EVENT:PATH_DELAY_REQ, 6405, 1312261160.011594100
M -> S, 251, 44.994565964, 0.000083923, 1.000045776, 0x8: GENER:FOLLOW_UP, 12811, 1312261160.011549000
M <- S, 252, 44.995438099, 0.000872135, 1.999906063, 0x3: EVENT:PATH_DELAY_RESP, 6405, 1312261160.010791100
M <- S, 253, 44.995454073, 0.000015974, 1.999912024, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6405, 1312261160.011287900
M -> S, 254, 45.994436026, 0.998981953, 0.999999046, 0x0: EVENT:SYNC, 12812, 1312261161.011532300
M -> S, 255, 45.994537115, 0.000101089, 0.999971151, 0x8: GENER:FOLLOW_UP, 12812, 1312261161.011547100
M <- S, 256, 46.071835995, 0.077298880, 2.000576973, 0x2: EVENT:PATH_DELAY_REQ, 6388, 1312261161.087668700
M -> S, 257, 46.072034121, 0.000198126, 2.000577927, 0x3: EVENT:PATH_DELAY_RESP, 6388, 1312261161.088949900
M -> S, 258, 46.072121143, 0.000087023, 2.000578165, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6388, 1312261161.089145900
M -> S, 259, 46.994436979, 0.922315836, 1.000000954, 0x0: EVENT:SYNC, 12813, 1312261162.011534900
M -> S, 260, 46.994467020, 0.000030041, 1.999999046, 0xB: GENER:ANNOUNCE, 6406, 0.000000000
M -> S, 261, 46.994482040, 0.000015020, 2.000000000, 0x2: EVENT:PATH_DELAY_REQ, 6406, 1312261162.011593600
M -> S, 262, 46.994565964, 0.000083923, 1.000028849, 0x8: GENER:FOLLOW_UP, 12813, 1312261162.011549000
M <- S, 263, 46.995431185, 0.000865221, 1.999993086, 0x3: EVENT:PATH_DELAY_RESP, 6406, 1312261162.010744100
M <- S, 264, 46.995445013, 0.000013828, 1.999990940, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6406, 1312261162.011256900
M -> S, 265, 47.994430065, 0.998985052, 0.999993086, 0x0: EVENT:SYNC, 12814, 1312261163.011528700
M -> S, 266, 47.994533062, 0.000102997, 0.999967098, 0x8: GENER:FOLLOW_UP, 12814, 1312261163.011542100
M <- S, 267, 48.072226048, 0.077692986, 2.000390053, 0x2: EVENT:PATH_DELAY_REQ, 6389, 1312261163.087995500
M -> S, 268, 48.072415113, 0.000189066, 2.000380993, 0x3: EVENT:PATH_DELAY_RESP, 6389, 1312261163.089340000
M -> S, 269, 48.072502136, 0.000087023, 2.000380993, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6389, 1312261163.089526900
M -> S, 270, 48.998337030, 0.925834894, 1.003906965, 0x0: EVENT:SYNC, 12815, 1312261164.015438100
M -> S, 271, 48.998362064, 0.000025034, 2.003895044, 0xB: GENER:ANNOUNCE, 6407, 0.000000000
M -> S, 272, 48.998376131, 0.000014067, 2.003894091, 0x2: EVENT:PATH_DELAY_REQ, 6407, 1312261164.015487900
M -> S, 273, 48.998460054, 0.000083923, 1.003926992, 0x8: GENER:FOLLOW_UP, 12815, 1312261164.015449000
M <- S, 274, 48.999341011, 0.000880957, 2.003909826, 0x3: EVENT:PATH_DELAY_RESP, 6407, 1312261164.014652000
M <- S, 275, 48.999356031, 0.000015020, 2.003911018, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6407, 1312261164.015152900
M -> S, 276, 49.994431973, 0.995075941, 0.996094942, 0x0: EVENT:SYNC, 12816, 1312261165.011529700
M -> S, 277, 49.994534016, 0.000102043, 0.996073961, 0x8: GENER:FOLLOW_UP, 12816, 1312261165.011544000
M <- S, 278, 50.071318150, 0.076784134, 1.999092102, 0x2: EVENT:PATH_DELAY_REQ, 6390, 1312261165.087121200
M -> S, 279, 50.071516037, 0.000197887, 1.999100924, 0x3: EVENT:PATH_DELAY_RESP, 6390, 1312261165.088432100
M -> S, 280, 50.071603060, 0.000087023, 1.999100924, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6390, 1312261165.088627100
M -> S, 281, 50.994439125, 0.922836065, 1.000007153, 0x0: EVENT:SYNC, 12817, 1312261166.011536400
M -> S, 282, 50.994469166, 0.000030041, 1.996107101, 0xB: GENER:ANNOUNCE, 6408, 0.000000000
M -> S, 283, 50.994482994, 0.000013828, 1.996106863, 0x2: EVENT:PATH_DELAY_REQ, 6408, 1312261166.011595000
M -> S, 284, 50.994567156, 0.000084162, 1.000033140, 0x8: GENER:FOLLOW_UP, 12817, 1312261166.011549900
M <- S, 285, 50.995444059, 0.000876904, 1.996103048, 0x3: EVENT:PATH_DELAY_RESP, 6408, 1312261166.010706900
M <- S, 286, 50.995459080, 0.000015020, 1.996103048, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6408, 1312261166.011246000
M -> S, 287, 51.994434118, 0.998975039, 0.999994993, 0x0: EVENT:SYNC, 12818, 1312261167.011531800
M -> S, 288, 51.994536161, 0.000102043, 0.999969006, 0x8: GENER:FOLLOW_UP, 12818, 1312261167.011545900
M <- S, 289, 52.072239161, 0.077702999, 2.000921011, 0x2: EVENT:PATH_DELAY_REQ, 6391, 1312261167.088031800
M -> S, 290, 52.072438002, 0.000198841, 2.000921965, 0x3: EVENT:PATH_DELAY_RESP, 6391, 1312261167.089353100
M -> S, 291, 52.072525978, 0.000087976, 2.000922918, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6391, 1312261167.089550000
M -> S, 292, 52.994438171, 0.921912193, 1.000004053, 0x0: EVENT:SYNC, 12819, 1312261168.011536400
M -> S, 293, 52.994469166, 0.000030994, 2.000000000, 0xB: GENER:ANNOUNCE, 6409, 0.000000000
M -> S, 294, 52.994484186, 0.000015020, 2.000001192, 0x2: EVENT:PATH_DELAY_REQ, 6409, 1312261168.011595700
M -> S, 295, 52.994568110, 0.000083923, 1.000031948, 0x8: GENER:FOLLOW_UP, 12819, 1312261168.011549000
M <- S, 296, 52.995488167, 0.000920057, 2.000044107, 0x3: EVENT:PATH_DELAY_RESP, 6409, 1312261168.010721900
M <- S, 297, 52.995504141, 0.000015974, 2.000045061, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6409, 1312261168.011260000
M -> S, 298, 53.994433165, 0.998929024, 0.999994993, 0x0: EVENT:SYNC, 12820, 1312261169.011531400
M -> S, 299, 53.994536161, 0.000102997, 0.999968052, 0x8: GENER:FOLLOW_UP, 12820, 1312261169.011544900
M <- S, 300, 54.194799185, 0.200263023, 2.122560024, 0x2: EVENT:PATH_DELAY_REQ, 6392, 1312261169.210504800
M -> S, 301, 54.194992065, 0.000192881, 2.122554064, 0x3: EVENT:PATH_DELAY_RESP, 6392, 1312261169.211913100
M -> S, 302, 54.195079088, 0.000087023, 2.122553110, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6392, 1312261169.212102900
M -> S, 303, 54.994439125, 0.799360037, 1.000005960, 0x0: EVENT:SYNC, 12821, 1312261170.011536600
M -> S, 304, 54.994469166, 0.000030041, 2.000000000, 0xB: GENER:ANNOUNCE, 6410, 0.000000000
M -> S, 305, 54.994485140, 0.000015974, 2.000000954, 0x2: EVENT:PATH_DELAY_REQ, 6410, 1312261170.011596200
M -> S, 306, 54.994568110, 0.000082970, 1.000031948, 0x8: GENER:FOLLOW_UP, 12821, 1312261170.011549900
M <- S, 307, 54.995463133, 0.000895023, 1.999974966, 0x3: EVENT:PATH_DELAY_RESP, 6410, 1312261170.010747900
M <- S, 308, 54.995480061, 0.000016928, 1.999975920, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6410, 1312261170.011266000
M -> S, 309, 55.994433165, 0.998953104, 0.999994040, 0x0: EVENT:SYNC, 12822, 1312261171.011531600
M -> S, 310, 55.994534016, 0.000100851, 0.999965906, 0x8: GENER:FOLLOW_UP, 12822, 1312261171.011544000
M <- S, 311, 56.071403027, 0.076869011, 1.876603842, 0x2: EVENT:PATH_DELAY_REQ, 6393, 1312261171.087214700
M -> S, 312, 56.071601152, 0.000198126, 1.876609087, 0x3: EVENT:PATH_DELAY_RESP, 6393, 1312261171.088517000
M -> S, 313, 56.071688175, 0.000087023, 1.876609087, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6393, 1312261171.088712900
M -> S, 314, 56.994438171, 0.922749996, 1.000005007, 0x0: EVENT:SYNC, 12823, 1312261172.011535900
M -> S, 315, 56.994467020, 0.000028849, 1.999997854, 0xB: GENER:ANNOUNCE, 6411, 0.000000000
M -> S, 316, 56.994482040, 0.000015020, 1.999996901, 0x2: EVENT:PATH_DELAY_REQ, 6411, 1312261172.011593600
M -> S, 317, 56.994565964, 0.000083923, 1.000031948, 0x8: GENER:FOLLOW_UP, 12823, 1312261172.011549000
M <- S, 318, 56.995444059, 0.000878096, 1.999980927, 0x3: EVENT:PATH_DELAY_RESP, 6411, 1312261172.010732900
M <- S, 319, 56.995455980, 0.000011921, 1.999975920, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6411, 1312261172.011265000
M -> S, 320, 57.994410992, 0.998955011, 0.999972820, 0x0: EVENT:SYNC, 12824, 1312261173.011513700
M -> S, 321, 57.994507074, 0.000096083, 0.999941111, 0x8: GENER:FOLLOW_UP, 12824, 1312261173.011523000
M <- S, 322, 58.071452141, 0.076945066, 2.000049114, 0x2: EVENT:PATH_DELAY_REQ, 6394, 1312261173.087290000
M -> S, 323, 58.071623087, 0.000170946, 2.000021935, 0x3: EVENT:PATH_DELAY_RESP, 6394, 1312261173.088566100
M -> S, 324, 58.071707010, 0.000083923, 2.000018835, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6394, 1312261173.088735100
M -> S, 325, 58.994436979, 0.922729969, 1.000025988, 0x0: EVENT:SYNC, 12825, 1312261174.011534500
M -> S, 326, 58.994467974, 0.000030994, 2.000000954, 0xB: GENER:ANNOUNCE, 6412, 0.000000000
M -> S, 327, 58.994484186, 0.000016212, 2.000002146, 0x2: EVENT:PATH_DELAY_REQ, 6412, 1312261174.011595000
M -> S, 328, 58.994567156, 0.000082970, 1.000060081, 0x8: GENER:FOLLOW_UP, 12825, 1312261174.011548000
M <- S, 329, 58.995449066, 0.000881910, 2.000005007, 0x3: EVENT:PATH_DELAY_RESP, 6412, 1312261174.010735000
M <- S, 330, 58.995465040, 0.000015974, 2.000009060, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6412, 1312261174.011282900
M -> S, 331, 59.994436026, 0.998970985, 0.999999046, 0x0: EVENT:SYNC, 12826, 1312261175.011534000
M -> S, 332, 59.994538069, 0.000102043, 0.999970913, 0x8: GENER:FOLLOW_UP, 12826, 1312261175.011548000
M <- S, 333, 60.071479082, 0.076941013, 2.000026941, 0x2: EVENT:PATH_DELAY_REQ, 6395, 1312261175.087319900
M -> S, 334, 60.071678162, 0.000199080, 2.000055075, 0x3: EVENT:PATH_DELAY_RESP, 6395, 1312261175.088593000
M -> S, 335, 60.071766138, 0.000087976, 2.000059128, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6395, 1312261175.088789900
M -> S, 336, 60.994443178, 0.922677040, 1.000007153, 0x0: EVENT:SYNC, 12827, 1312261176.011540900
M -> S, 337, 60.994480133, 0.000036955, 2.000012159, 0xB: GENER:ANNOUNCE, 6413, 0.000000000
M -> S, 338, 60.994495153, 0.000015020, 2.000010967, 0x2: EVENT:PATH_DELAY_REQ, 6413, 1312261176.011606500
M -> S, 339, 60.994579077, 0.000083923, 1.000041008, 0x8: GENER:FOLLOW_UP, 12827, 1312261176.011554000
M <- S, 340, 60.995479107, 0.000900030, 2.000030041, 0x3: EVENT:PATH_DELAY_RESP, 6413, 1312261176.010813000
M <- S, 341, 60.995495081, 0.000015974, 2.000030041, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6413, 1312261176.011324900
M -> S, 342, 61.994430065, 0.998934984, 0.999986887, 0x0: EVENT:SYNC, 12828, 1312261177.011528500
M -> S, 343, 61.994529963, 0.000099897, 0.999950886, 0x8: GENER:FOLLOW_UP, 12828, 1312261177.011540900
M <- S, 344, 62.071475983, 0.076946020, 1.999996901, 0x2: EVENT:PATH_DELAY_REQ, 6396, 1312261177.087333900
M -> S, 345, 62.071676970, 0.000200987, 1.999998808, 0x3: EVENT:PATH_DELAY_RESP, 6396, 1312261177.088589900
M -> S, 346, 62.071763992, 0.000087023, 1.999997854, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6396, 1312261177.088788000
M -> S, 347, 62.994435072, 0.922671080, 1.000005007, 0x0: EVENT:SYNC, 12829, 1312261178.011532300
M -> S, 348, 62.994466066, 0.000030994, 1.999985933, 0xB: GENER:ANNOUNCE, 6414, 0.000000000
M -> S, 349, 62.994481087, 0.000015020, 1.999985933, 0x2: EVENT:PATH_DELAY_REQ, 6414, 1312261178.011592100
M -> S, 350, 62.994565010, 0.000083923, 1.000035048, 0x8: GENER:FOLLOW_UP, 12829, 1312261178.011545900
M <- S, 351, 62.995455980, 0.000890970, 1.999976873, 0x3: EVENT:PATH_DELAY_RESP, 6414, 1312261178.010766000
M <- S, 352, 62.995472193, 0.000016212, 1.999977112, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6414, 1312261178.011320100
M -> S, 353, 63.994435072, 0.998962879, 1.000000000, 0x0: EVENT:SYNC, 12830, 1312261179.011533300
M -> S, 354, 63.994542122, 0.000107050, 0.999977112, 0x8: GENER:FOLLOW_UP, 12830, 1312261179.011547100
M <- S, 355, 64.071549177, 0.077007055, 2.000073195, 0x2: EVENT:PATH_DELAY_REQ, 6397, 1312261179.087425200
M -> S, 356, 64.071745157, 0.000195980, 2.000068188, 0x3: EVENT:PATH_DELAY_RESP, 6397, 1312261179.088663100
M -> S, 357, 64.071833134, 0.000087976, 2.000069141, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6397, 1312261179.088856900
M -> S, 358, 64.994450092, 0.922616959, 1.000015020, 0x0: EVENT:SYNC, 12831, 1312261180.011547100
M -> S, 359, 64.994486094, 0.000036001, 2.000020027, 0xB: GENER:ANNOUNCE, 6415, 0.000000000
M -> S, 360, 64.994502068, 0.000015974, 2.000020981, 0x2: EVENT:PATH_DELAY_REQ, 6415, 1312261180.011612900
M -> S, 361, 64.994588137, 0.000086069, 1.000046015, 0x8: GENER:FOLLOW_UP, 12831, 1312261180.011560900
M <- S, 362, 64.995479107, 0.000890970, 2.000023127, 0x3: EVENT:PATH_DELAY_RESP, 6415, 1312261180.010787000
M <- S, 363, 64.995491982, 0.000012875, 2.000019789, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6415, 1312261180.011348000
M -> S, 364, 65.994443178, 0.998951197, 0.999993086, 0x0: EVENT:SYNC, 12832, 1312261181.011539900
M -> S, 365, 65.994544983, 0.000101805, 0.999956846, 0x8: GENER:FOLLOW_UP, 12832, 1312261181.011554000
M <- S, 366, 66.071948051, 0.077403069, 2.000398874, 0x2: EVENT:PATH_DELAY_REQ, 6398, 1312261181.087703900
M -> S, 367, 66.072144032, 0.000195980, 2.000398874, 0x3: EVENT:PATH_DELAY_RESP, 6398, 1312261181.089062000
M -> S, 368, 66.072230101, 0.000086069, 2.000396967, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6398, 1312261181.089256000
M -> S, 369, 66.994445086, 0.922214985, 1.000001907, 0x0: EVENT:SYNC, 12833, 1312261182.011543300
M -> S, 370, 66.994479179, 0.000034094, 1.999993086, 0xB: GENER:ANNOUNCE, 6416, 0.000000000
M -> S, 371, 66.994496107, 0.000016928, 1.999994040, 0x2: EVENT:PATH_DELAY_REQ, 6416, 1312261182.011606500
M -> S, 372, 66.994582176, 0.000086069, 1.000037193, 0x8: GENER:FOLLOW_UP, 12833, 1312261182.011557100
M <- S, 373, 66.995463133, 0.000880957, 1.999984026, 0x3: EVENT:PATH_DELAY_RESP, 6416, 1312261182.010824900
M <- S, 374, 66.995473146, 0.000010014, 1.999981165, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6416, 1312261182.011363000
M -> S, 375, 67.994421959, 0.998948812, 0.999976873, 0x0: EVENT:SYNC, 12834, 1312261183.011523000
M -> S, 376, 67.994521141, 0.000099182, 0.999938965, 0x8: GENER:FOLLOW_UP, 12834, 1312261183.011534000
M <- S, 377, 68.070722103, 0.076200962, 1.998774052, 0x2: EVENT:PATH_DELAY_REQ, 6399, 1312261183.086584300
M -> S, 378, 68.070916176, 0.000194073, 1.998772144, 0x3: EVENT:PATH_DELAY_RESP, 6399, 1312261183.087836000
M -> S, 379, 68.071001053, 0.000084877, 1.998770952, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6399, 1312261183.088028000
M -> S, 380, 68.994467974, 0.923466921, 1.000046015, 0x0: EVENT:SYNC, 12835, 1312261184.011548000
M -> S, 381, 68.994493961, 0.000025988, 2.000014782, 0xB: GENER:ANNOUNCE, 6417, 0.000000000
M -> S, 382, 68.994511127, 0.000017166, 2.000015020, 0x2: EVENT:PATH_DELAY_REQ, 6417, 1312261184.011619600
M -> S, 383, 68.994595051, 0.000083923, 1.000073910, 0x8: GENER:FOLLOW_UP, 12835, 1312261184.011571900
M <- S, 384, 68.995599031, 0.001003981, 2.000135899, 0x3: EVENT:PATH_DELAY_RESP, 6417, 1312261184.010902900
M <- S, 385, 68.995619059, 0.000020027, 2.000145912, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6417, 1312261184.011447900
M -> S, 386, 69.994434118, 0.998815060, 0.999966145, 0x0: EVENT:SYNC, 12836, 1312261185.011531400
M -> S, 387, 69.994534969, 0.000100851, 0.999939919, 0x8: GENER:FOLLOW_UP, 12836, 1312261185.011544900
M <- S, 388, 70.070806980, 0.076272011, 2.000084877, 0x2: EVENT:PATH_DELAY_REQ, 6400, 1312261185.086686400
M -> S, 389, 70.070999146, 0.000192165, 2.000082970, 0x3: EVENT:PATH_DELAY_RESP, 6400, 1312261185.087920900
M -> S, 390, 70.071087122, 0.000087976, 2.000086069, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6400, 1312261185.088110900
M -> S, 391, 70.994440079, 0.923352957, 1.000005960, 0x0: EVENT:SYNC, 12837, 1312261186.011538300
M -> S, 392, 70.994470119, 0.000030041, 1.999976158, 0xB: GENER:ANNOUNCE, 6418, 0.000000000
M -> S, 393, 70.994486094, 0.000015974, 1.999974966, 0x2: EVENT:PATH_DELAY_REQ, 6418, 1312261186.011596400
M -> S, 394, 70.994570017, 0.000083923, 1.000035048, 0x8: GENER:FOLLOW_UP, 12837, 1312261186.011552100
M <- S, 395, 70.995455027, 0.000885010, 1.999855995, 0x3: EVENT:PATH_DELAY_RESP, 6418, 1312261186.010844900
M <- S, 396, 70.995471001, 0.000015974, 1.999851942, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6418, 1312261186.011388100
M -> S, 397, 71.994431973, 0.998960972, 0.999991894, 0x0: EVENT:SYNC, 12838, 1312261187.011529200
M -> S, 398, 71.994532108, 0.000100136, 0.999962091, 0x8: GENER:FOLLOW_UP, 12838, 1312261187.011543000
M <- S, 399, 72.070773125, 0.076241016, 1.999966145, 0x2: EVENT:PATH_DELAY_REQ, 6401, 1312261187.086720500
M -> S, 400, 72.070971012, 0.000197887, 1.999971867, 0x3: EVENT:PATH_DELAY_RESP, 6401, 1312261187.087887000
M -> S, 401, 72.071058989, 0.000087976, 1.999971867, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6401, 1312261187.088083000
M -> S, 402, 72.994438171, 0.923379183, 1.000006199, 0x0: EVENT:SYNC, 12839, 1312261188.011536600
M -> S, 403, 72.994469166, 0.000030994, 1.999999046, 0xB: GENER:ANNOUNCE, 6419, 0.000000000
M -> S, 404, 72.994482994, 0.000013828, 1.999996901, 0x2: EVENT:PATH_DELAY_REQ, 6419, 1312261188.011594500
M -> S, 405, 72.994567156, 0.000084162, 1.000035048, 0x8: GENER:FOLLOW_UP, 12839, 1312261188.011549900
M <- S, 406, 72.995445967, 0.000878811, 1.999990940, 0x3: EVENT:PATH_DELAY_RESP, 6419, 1312261188.010869000
M <- S, 407, 72.995460987, 0.000015020, 1.999989986, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6419, 1312261188.011383100
M -> S, 408, 73.994434118, 0.998973131, 0.999995947, 0x0: EVENT:SYNC, 12840, 1312261189.011531800
M -> S, 409, 73.994536161, 0.000102043, 0.999969006, 0x8: GENER:FOLLOW_UP, 12840, 1312261189.011544900
M <- S, 410, 74.070822001, 0.076285839, 2.000048876, 0x2: EVENT:PATH_DELAY_REQ, 6402, 1312261189.086787000
M -> S, 411, 74.071017981, 0.000195980, 2.000046968, 0x3: EVENT:PATH_DELAY_RESP, 6402, 1312261189.087935900
M -> S, 412, 74.071105957, 0.000087976, 2.000046968, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6402, 1312261189.088130000
M -> S, 413, 74.994439125, 0.923333168, 1.000005007, 0x0: EVENT:SYNC, 12841, 1312261190.011535900
M -> S, 414, 74.994469166, 0.000030041, 2.000000000, 0xB: GENER:ANNOUNCE, 6420, 0.000000000
M -> S, 415, 74.994485140, 0.000015974, 2.000002146, 0x2: EVENT:PATH_DELAY_REQ, 6420, 1312261190.011595700
M -> S, 416, 74.994569063, 0.000083923, 1.000032902, 0x8: GENER:FOLLOW_UP, 12841, 1312261190.011549900
M <- S, 417, 74.995437145, 0.000868082, 1.999991179, 0x3: EVENT:PATH_DELAY_RESP, 6420, 1312261190.010875900
M <- S, 418, 74.995450974, 0.000013828, 1.999989986, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6420, 1312261190.011409000
M -> S, 419, 75.994433165, 0.998982191, 0.999994040, 0x0: EVENT:SYNC, 12842, 1312261191.011530900
M -> S, 420, 75.994534016, 0.000100851, 0.999964952, 0x8: GENER:FOLLOW_UP, 12842, 1312261191.011544000
M <- S, 421, 76.070919991, 0.076385975, 2.000097990, 0x2: EVENT:PATH_DELAY_REQ, 6403, 1312261191.086857300
M -> S, 422, 76.071113110, 0.000193119, 2.000095129, 0x3: EVENT:PATH_DELAY_RESP, 6403, 1312261191.088033900
M -> S, 423, 76.071201086, 0.000087976, 2.000095129, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6403, 1312261191.088224900
M -> S, 424, 76.994440079, 0.923238993, 1.000006914, 0x0: EVENT:SYNC, 12843, 1312261192.011535600
