Port, Packet #, Arrival Time, Inter-Packet Time, Inter-Message Time, messageType, sequenceId, embedded Time
M -> S, 5227, 949.994513035, 0.000093937, 0.999960899, 0x8: GENER:FOLLOW_UP, 13716, 1312262065.011532100
M <- S, 5228, 950.070604086, 0.076091051, 2.000813007, 0x2: EVENT:PATH_DELAY_REQ, 6840, 1312262065.087477200
M -> S, 5229, 950.070816994, 0.000212908, 2.000816822, 0x3: EVENT:PATH_DELAY_RESP, 6840, 1312262065.087718000
M -> S, 5230, 950.070902109, 0.000085115, 2.000818014, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6840, 1312262065.087929000
M -> S, 5231, 950.994439125, 0.923537016, 1.000020027, 0x0: EVENT:SYNC, 13717, 1312262066.011537800
M -> S, 5232, 950.994467020, 0.000027895, 2.000011921, 0xB: GENER:ANNOUNCE, 6858, 0.000000000
M -> S, 5233, 950.994481087, 0.000014067, 2.000011921, 0x2: EVENT:PATH_DELAY_REQ, 6858, 1312262066.011592600
M -> S, 5234, 950.994564056, 0.000082970, 1.000051022, 0x8: GENER:FOLLOW_UP, 13717, 1312262066.011549900
M <- S, 5235, 950.995429993, 0.000865936, 1.999980927, 0x3: EVENT:PATH_DELAY_RESP, 6858, 1312262066.011779100
M <- S, 5236, 950.995442152, 0.000012159, 1.999983072, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6858, 1312262066.012306900
M -> S, 5237, 951.994467020, 0.999024868, 1.000027895, 0x0: EVENT:SYNC, 13718, 1312262067.011560700
M -> S, 5238, 951.994575024, 0.000108004, 1.000010967, 0x8: GENER:FOLLOW_UP, 13718, 1312262067.011576900
M <- S, 5239, 952.070690155, 0.076115131, 2.000086069, 0x2: EVENT:PATH_DELAY_REQ, 6841, 1312262067.087557800
M -> S, 5240, 952.070926189, 0.000236034, 2.000109196, 0x3: EVENT:PATH_DELAY_RESP, 6841, 1312262067.087804100
M -> S, 5241, 952.071016073, 0.000089884, 2.000113964, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6841, 1312262067.088037000
M -> S, 5242, 952.994462013, 0.923445940, 0.999994993, 0x0: EVENT:SYNC, 13719, 1312262068.011558300
M -> S, 5243, 952.994493961, 0.000031948, 2.000026941, 0xB: GENER:ANNOUNCE, 6859, 0.000000000
M -> S, 5244, 952.994508028, 0.000014067, 2.000026941, 0x2: EVENT:PATH_DELAY_REQ, 6859, 1312262068.011619600
M -> S, 5245, 952.994593143, 0.000085115, 1.000018120, 0x8: GENER:FOLLOW_UP, 13719, 1312262068.011573100
M <- S, 5246, 952.995491982, 0.000898838, 2.000061989, 0x3: EVENT:PATH_DELAY_RESP, 6859, 1312262068.011811000
M <- S, 5247, 952.995505095, 0.000013113, 2.000062943, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6859, 1312262068.012368000
M -> S, 5248, 953.994453192, 0.998948097, 0.999991179, 0x0: EVENT:SYNC, 13720, 1312262069.011549500
M -> S, 5249, 953.994552135, 0.000098944, 0.999958992, 0x8: GENER:FOLLOW_UP, 13720, 1312262069.011564000
M <- S, 5250, 954.070691109, 0.076138973, 2.000000954, 0x2: EVENT:PATH_DELAY_REQ, 6842, 1312262069.087524400
M -> S, 5251, 954.070904016, 0.000212908, 1.999977827, 0x3: EVENT:PATH_DELAY_RESP, 6842, 1312262069.087805000
M -> S, 5252, 954.070990086, 0.000086069, 1.999974012, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6842, 1312262069.088016000
M -> S, 5253, 954.994470119, 0.923480034, 1.000016928, 0x0: EVENT:SYNC, 13721, 1312262070.011564300
M -> S, 5254, 954.994506121, 0.000036001, 2.000012159, 0xB: GENER:ANNOUNCE, 6860, 0.000000000
M -> S, 5255, 954.994521141, 0.000015020, 2.000013113, 0x2: EVENT:PATH_DELAY_REQ, 6860, 1312262070.011632200
M -> S, 5256, 954.994608164, 0.000087023, 1.000056028, 0x8: GENER:FOLLOW_UP, 13721, 1312262070.011580000
M <- S, 5257, 954.995560169, 0.000952005, 2.000068188, 0x3: EVENT:PATH_DELAY_RESP, 6860, 1312262070.011826000
M <- S, 5258, 954.995573044, 0.000012875, 2.000067949, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6860, 1312262070.012434000
M -> S, 5259, 955.994466066, 0.998893023, 0.999995947, 0x0: EVENT:SYNC, 13722, 1312262071.011560200
M -> S, 5260, 955.994574070, 0.000108004, 0.999965906, 0x8: GENER:FOLLOW_UP, 13722, 1312262071.011576900
M <- S, 5261, 956.069769144, 0.075195074, 1.999078035, 0x2: EVENT:PATH_DELAY_REQ, 6843, 1312262071.086640400
M -> S, 5262, 956.069993019, 0.000223875, 1.999089003, 0x3: EVENT:PATH_DELAY_RESP, 6843, 1312262071.086883100
M -> S, 5263, 956.070080042, 0.000087023, 1.999089956, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6843, 1312262071.087104100
M -> S, 5264, 956.994466066, 0.924386024, 1.000000000, 0x0: EVENT:SYNC, 13723, 1312262072.011560900
M -> S, 5265, 956.994498014, 0.000031948, 1.999991894, 0xB: GENER:ANNOUNCE, 6861, 0.000000000
M -> S, 5266, 956.994512081, 0.000014067, 1.999990940, 0x2: EVENT:PATH_DELAY_REQ, 6861, 1312262072.011623900
M -> S, 5267, 956.994599104, 0.000087023, 1.000025034, 0x8: GENER:FOLLOW_UP, 13723, 1312262072.011576900
M <- S, 5268, 956.995486975, 0.000887871, 1.999926805, 0x3: EVENT:PATH_DELAY_RESP, 6861, 1312262072.011807900
M <- S, 5269, 956.995503187, 0.000016212, 1.999930143, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6861, 1312262072.012358000
M -> S, 5270, 957.994457006, 0.998953819, 0.999990940, 0x0: EVENT:SYNC, 13724, 1312262073.011551600
M -> S, 5271, 957.994560957, 0.000103951, 0.999961853, 0x8: GENER:FOLLOW_UP, 13724, 1312262073.011568100
M <- S, 5272, 958.069807053, 0.075246096, 2.000037909, 0x2: EVENT:PATH_DELAY_REQ, 6844, 1312262073.086674700
M -> S, 5273, 958.070032120, 0.000225067, 2.000039101, 0x3: EVENT:PATH_DELAY_RESP, 6844, 1312262073.086921000
M -> S, 5274, 958.070119143, 0.000087023, 2.000039101, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6844, 1312262073.087142900
M -> S, 5275, 958.994444132, 0.924324989, 0.999987125, 0x0: EVENT:SYNC, 13725, 1312262074.011542300
M -> S, 5276, 958.994472980, 0.000028849, 1.999974966, 0xB: GENER:ANNOUNCE, 6862, 0.000000000
M -> S, 5277, 958.994488001, 0.000015020, 1.999975920, 0x2: EVENT:PATH_DELAY_REQ, 6862, 1312262074.011599300
M -> S, 5278, 958.994570971, 0.000082970, 1.000010014, 0x8: GENER:FOLLOW_UP, 13725, 1312262074.011555000
M <- S, 5279, 958.995481968, 0.000910997, 1.999994993, 0x3: EVENT:PATH_DELAY_RESP, 6862, 1312262074.011820100
M <- S, 5280, 958.995495081, 0.000013113, 1.999991894, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6862, 1312262074.012350100
M -> S, 5281, 959.994438171, 0.998943090, 0.999994040, 0x0: EVENT:SYNC, 13726, 1312262075.011536600
M -> S, 5282, 959.994539022, 0.000100851, 0.999968052, 0x8: GENER:FOLLOW_UP, 13726, 1312262075.011549900
M <- S, 5283, 960.069895983, 0.075356960, 2.000088930, 0x2: EVENT:PATH_DELAY_REQ, 6845, 1312262075.086720000
M -> S, 5284, 960.070104122, 0.000208139, 2.000072002, 0x3: EVENT:PATH_DELAY_RESP, 6845, 1312262075.087009900
M -> S, 5285, 960.070190191, 0.000086069, 2.000071049, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6845, 1312262075.087215900
M -> S, 5286, 960.994461060, 0.924270868, 1.000022888, 0x0: EVENT:SYNC, 13727, 1312262076.011557300
M -> S, 5287, 960.994493008, 0.000031948, 2.000020027, 0xB: GENER:ANNOUNCE, 6863, 0.000000000
M -> S, 5288, 960.994507074, 0.000014067, 2.000019073, 0x2: EVENT:PATH_DELAY_REQ, 6863, 1312262076.011618600
M -> S, 5289, 960.994599104, 0.000092030, 1.000060081, 0x8: GENER:FOLLOW_UP, 13727, 1312262076.011571900
M <- S, 5290, 960.995476961, 0.000877857, 1.999994993, 0x3: EVENT:PATH_DELAY_RESP, 6863, 1312262076.011810100
M <- S, 5291, 960.995491028, 0.000014067, 1.999995947, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6863, 1312262076.012342000
M -> S, 5292, 961.994439125, 0.998948097, 0.999978065, 0x0: EVENT:SYNC, 13728, 1312262077.011537600
M -> S, 5293, 961.994544983, 0.000105858, 0.999945879, 0x8: GENER:FOLLOW_UP, 13728, 1312262077.011549900
M <- S, 5294, 962.069818020, 0.075273037, 1.999922037, 0x2: EVENT:PATH_DELAY_REQ, 6846, 1312262077.086654700
M -> S, 5295, 962.070024014, 0.000205994, 1.999919891, 0x3: EVENT:PATH_DELAY_RESP, 6846, 1312262077.086931900
M -> S, 5296, 962.070109129, 0.000085115, 1.999918938, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6846, 1312262077.087136000
M -> S, 5297, 962.994465113, 0.924355984, 1.000025988, 0x0: EVENT:SYNC, 13729, 1312262078.011561200
M -> S, 5298, 962.994502068, 0.000036955, 2.000009060, 0xB: GENER:ANNOUNCE, 6864, 0.000000000
M -> S, 5299, 962.994518042, 0.000015974, 2.000010967, 0x2: EVENT:PATH_DELAY_REQ, 6864, 1312262078.011628600
M -> S, 5300, 962.994604111, 0.000086069, 1.000059128, 0x8: GENER:FOLLOW_UP, 13729, 1312262078.011575900
M <- S, 5301, 962.995469093, 0.000864983, 1.999992132, 0x3: EVENT:PATH_DELAY_RESP, 6864, 1312262078.011791000
M <- S, 5302, 962.995484114, 0.000015020, 1.999993086, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6864, 1312262078.012336000
M -> S, 5303, 963.994440079, 0.998955965, 0.999974966, 0x0: EVENT:SYNC, 13730, 1312262079.011538000
M -> S, 5304, 963.994547129, 0.000107050, 0.999943018, 0x8: GENER:FOLLOW_UP, 13730, 1312262079.011552100
M <- S, 5305, 964.069921970, 0.075374842, 2.000103951, 0x2: EVENT:PATH_DELAY_REQ, 6847, 1312262079.086784800
M -> S, 5306, 964.070131063, 0.000209093, 2.000107050, 0x3: EVENT:PATH_DELAY_RESP, 6847, 1312262079.087035900
M -> S, 5307, 964.070217133, 0.000086069, 2.000108004, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6847, 1312262079.087243100
M -> S, 5308, 964.994444132, 0.924226999, 1.000004053, 0x0: EVENT:SYNC, 13731, 1312262080.011542100
M -> S, 5309, 964.994480133, 0.000036001, 1.999978065, 0xB: GENER:ANNOUNCE, 6865, 0.000000000
M -> S, 5310, 964.994495153, 0.000015020, 1.999977112, 0x2: EVENT:PATH_DELAY_REQ, 6865, 1312262080.011605700
M -> S, 5311, 964.994578123, 0.000082970, 1.000030994, 0x8: GENER:FOLLOW_UP, 13731, 1312262080.011555900
M <- S, 5312, 964.995479107, 0.000900984, 2.000010014, 0x3: EVENT:PATH_DELAY_RESP, 6865, 1312262080.011827000
M <- S, 5313, 964.995491982, 0.000012875, 2.000007868, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6865, 1312262080.012345100
M -> S, 5314, 965.994449139, 0.998957157, 1.000005007, 0x0: EVENT:SYNC, 13732, 1312262081.011544900
M -> S, 5315, 965.994559050, 0.000109911, 0.999980927, 0x8: GENER:FOLLOW_UP, 13732, 1312262081.011560000
M <- S, 5316, 966.069947958, 0.075388908, 2.000025988, 0x2: EVENT:PATH_DELAY_REQ, 6848, 1312262081.086763100
M -> S, 5317, 966.070185184, 0.000237226, 2.000054121, 0x3: EVENT:PATH_DELAY_RESP, 6848, 1312262081.087061900
M -> S, 5318, 966.070273161, 0.000087976, 2.000056028, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6848, 1312262081.087296000
M -> S, 5319, 966.994440079, 0.924166918, 0.999990940, 0x0: EVENT:SYNC, 13733, 1312262082.011539000
M -> S, 5320, 966.994470119, 0.000030041, 1.999989986, 0xB: GENER:ANNOUNCE, 6866, 0.000000000
M -> S, 5321, 966.994484186, 0.000014067, 1.999989033, 0x2: EVENT:PATH_DELAY_REQ, 6866, 1312262082.011595500
M -> S, 5322, 966.994567156, 0.000082970, 1.000008106, 0x8: GENER:FOLLOW_UP, 13733, 1312262082.011552100
M <- S, 5323, 966.995426178, 0.000859022, 1.999947071, 0x3: EVENT:PATH_DELAY_RESP, 6866, 1312262082.011779100
M <- S, 5324, 966.995437145, 0.000010967, 1.999945164, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6866, 1312262082.012295000
M -> S, 5325, 967.994423151, 0.998986006, 0.999983072, 0x0: EVENT:SYNC, 13734, 1312262083.011521800
M -> S, 5326, 967.994522095, 0.000098944, 0.999954939, 0x8: GENER:FOLLOW_UP, 13734, 1312262083.011534900
M <- S, 5327, 968.069977999, 0.075455904, 2.000030041, 0x2: EVENT:PATH_DELAY_REQ, 6849, 1312262083.086846100
M -> S, 5328, 968.070192099, 0.000214100, 2.000006914, 0x3: EVENT:PATH_DELAY_RESP, 6849, 1312262083.087091900
M -> S, 5329, 968.070276976, 0.000084877, 2.000003815, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6849, 1312262083.087304100
M -> S, 5330, 968.994457006, 0.924180031, 1.000033855, 0x0: EVENT:SYNC, 13735, 1312262084.011554200
M -> S, 5331, 968.994490147, 0.000033140, 2.000020027, 0xB: GENER:ANNOUNCE, 6867, 0.000000000
M -> S, 5332, 968.994503975, 0.000013828, 2.000019789, 0x2: EVENT:PATH_DELAY_REQ, 6867, 1312262084.011615500
M -> S, 5333, 968.994588137, 0.000084162, 1.000066042, 0x8: GENER:FOLLOW_UP, 13735, 1312262084.011568100
M <- S, 5334, 968.995465040, 0.000876904, 2.000038862, 0x3: EVENT:PATH_DELAY_RESP, 6867, 1312262084.011810100
M <- S, 5335, 968.995476961, 0.000011921, 2.000039816, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6867, 1312262084.012335100
M -> S, 5336, 969.994428158, 0.998951197, 0.999971151, 0x0: EVENT:SYNC, 13736, 1312262085.011526800
M -> S, 5337, 969.994528055, 0.000099897, 0.999939919, 0x8: GENER:FOLLOW_UP, 13736, 1312262085.011539000
M <- S, 5338, 970.069936991, 0.075408936, 1.999958992, 0x2: EVENT:PATH_DELAY_REQ, 6850, 1312262085.086799900
M -> S, 5339, 970.070155144, 0.000218153, 1.999963045, 0x3: EVENT:PATH_DELAY_RESP, 6850, 1312262085.087050900
M -> S, 5340, 970.070240021, 0.000084877, 1.999963045, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6850, 1312262085.087266000
M -> S, 5341, 970.994457960, 0.924217939, 1.000029802, 0x0: EVENT:SYNC, 13737, 1312262086.011555000
M -> S, 5342, 970.994489193, 0.000031233, 1.999999046, 0xB: GENER:ANNOUNCE, 6868, 0.000000000
M -> S, 5343, 970.994503975, 0.000014782, 2.000000000, 0x2: EVENT:PATH_DELAY_REQ, 6868, 1312262086.011615300
M -> S, 5344, 970.994588137, 0.000084162, 1.000060081, 0x8: GENER:FOLLOW_UP, 13737, 1312262086.011569000
M <- S, 5345, 970.995470047, 0.000881910, 2.000005007, 0x3: EVENT:PATH_DELAY_RESP, 6868, 1312262086.011797000
M <- S, 5346, 970.995481968, 0.000011921, 2.000005007, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6868, 1312262086.012340100
M -> S, 5347, 971.994431973, 0.998950005, 0.999974012, 0x0: EVENT:SYNC, 13738, 1312262087.011531600
M -> S, 5348, 971.994529009, 0.000097036, 0.999940872, 0x8: GENER:FOLLOW_UP, 13738, 1312262087.011544000
M <- S, 5349, 972.070051193, 0.075522184, 2.000114202, 0x2: EVENT:PATH_DELAY_REQ, 6851, 1312262087.086876200
M -> S, 5350, 972.070252180, 0.000200987, 2.000097036, 0x3: EVENT:PATH_DELAY_RESP, 6851, 1312262087.087165100
M -> S, 5351, 972.070336103, 0.000083923, 2.000096083, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6851, 1312262087.087364000
M -> S, 5352, 972.994436026, 0.924099922, 1.000004053, 0x0: EVENT:SYNC, 13739, 1312262088.011535400
M -> S, 5353, 972.994462967, 0.000026941, 1.999973774, 0xB: GENER:ANNOUNCE, 6869, 0.000000000
M -> S, 5354, 972.994477034, 0.000014067, 1.999973059, 0x2: EVENT:PATH_DELAY_REQ, 6869, 1312262088.011589100
M -> S, 5355, 972.994559050, 0.000082016, 1.000030041, 0x8: GENER:FOLLOW_UP, 13739, 1312262088.011548000
M <- S, 5356, 972.995525122, 0.000966072, 2.000055075, 0x3: EVENT:PATH_DELAY_RESP, 6869, 1312262088.011765000
M <- S, 5357, 972.995537996, 0.000012875, 2.000056028, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6869, 1312262088.012391100
M -> S, 5358, 973.994433165, 0.998895168, 0.999997139, 0x0: EVENT:SYNC, 13740, 1312262089.011531600
M -> S, 5359, 973.994531155, 0.000097990, 0.999972105, 0x8: GENER:FOLLOW_UP, 13740, 1312262089.011544000
M <- S, 5360, 974.070039034, 0.075507879, 1.999987841, 0x2: EVENT:PATH_DELAY_REQ, 6852, 1312262089.086917900
M -> S, 5361, 974.070224047, 0.000185013, 1.999971867, 0x3: EVENT:PATH_DELAY_RESP, 6852, 1312262089.087153000
M -> S, 5362, 974.070307970, 0.000083923, 1.999971867, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6852, 1312262089.087336100
M -> S, 5363, 974.994457960, 0.924149990, 1.000024796, 0x0: EVENT:SYNC, 13741, 1312262090.011554200
M -> S, 5364, 974.994489193, 0.000031233, 2.000026226, 0xB: GENER:ANNOUNCE, 6870, 0.000000000
M -> S, 5365, 974.994503021, 0.000013828, 2.000025988, 0x2: EVENT:PATH_DELAY_REQ, 6870, 1312262090.011614800
M -> S, 5366, 974.994588137, 0.000085115, 1.000056982, 0x8: GENER:FOLLOW_UP, 13741, 1312262090.011569000
M <- S, 5367, 974.995450020, 0.000861883, 1.999924898, 0x3: EVENT:PATH_DELAY_RESP, 6870, 1312262090.011811000
M <- S, 5368, 974.995460987, 0.000010967, 1.999922991, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6870, 1312262090.012321000
M -> S, 5369, 975.994444132, 0.998983145, 0.999986172, 0x0: EVENT:SYNC, 13742, 1312262091.011541100
M -> S, 5370, 975.994551182, 0.000107050, 0.999963045, 0x8: GENER:FOLLOW_UP, 13742, 1312262091.011555000
M <- S, 5371, 976.069977045, 0.075425863, 1.999938011, 0x2: EVENT:PATH_DELAY_REQ, 6853, 1312262091.086838700
M -> S, 5372, 976.070190191, 0.000213146, 1.999966145, 0x3: EVENT:PATH_DELAY_RESP, 6853, 1312262091.087091000
M -> S, 5373, 976.070276022, 0.000085831, 1.999968052, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6853, 1312262091.087302000
M -> S, 5374, 976.994485140, 0.924209118, 1.000041008, 0x0: EVENT:SYNC, 13743, 1312262092.011579800
M -> S, 5375, 976.994518995, 0.000033855, 2.000029802, 0xB: GENER:ANNOUNCE, 6871, 0.000000000
M -> S, 5376, 976.994534016, 0.000015020, 2.000030994, 0x2: EVENT:PATH_DELAY_REQ, 6871, 1312262092.011645600
M -> S, 5377, 976.994621992, 0.000087976, 1.000070810, 0x8: GENER:FOLLOW_UP, 13743, 1312262092.011595000
M <- S, 5378, 976.995491028, 0.000869036, 2.000041008, 0x3: EVENT:PATH_DELAY_RESP, 6871, 1312262092.011827900
M <- S, 5379, 976.995505095, 0.000014067, 2.000044107, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6871, 1312262092.012360100
M -> S, 5380, 977.994460106, 0.998955011, 0.999974966, 0x0: EVENT:SYNC, 13744, 1312262093.011555700
M -> S, 5381, 977.994570971, 0.000110865, 0.999948978, 0x8: GENER:FOLLOW_UP, 13744, 1312262093.011570900
M <- S, 5382, 978.070130110, 0.075559139, 2.000153065, 0x2: EVENT:PATH_DELAY_REQ, 6854, 1312262093.086948200
M -> S, 5383, 978.070341110, 0.000211000, 2.000150919, 0x3: EVENT:PATH_DELAY_RESP, 6854, 1312262093.087244000
M -> S, 5384, 978.070425987, 0.000084877, 2.000149965, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6854, 1312262093.087452900
M -> S, 5385, 978.994452000, 0.924026012, 0.999991894, 0x0: EVENT:SYNC, 13745, 1312262094.011549900
M -> S, 5386, 978.994482040, 0.000030041, 1.999963045, 0xB: GENER:ANNOUNCE, 6872, 0.000000000
M -> S, 5387, 978.994496107, 0.000014067, 1.999962091, 0x2: EVENT:PATH_DELAY_REQ, 6872, 1312262094.011607900
M -> S, 5388, 978.994579077, 0.000082970, 1.000008106, 0x8: GENER:FOLLOW_UP, 13745, 1312262094.011563100
M <- S, 5389, 978.995468140, 0.000889063, 1.999977112, 0x3: EVENT:PATH_DELAY_RESP, 6872, 1312262094.011810100
M <- S, 5390, 978.995723009, 0.000254869, 2.000217915, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6872, 1312262094.012339100
M -> S, 5391, 979.994446039, 0.998723030, 0.999994040, 0x0: EVENT:SYNC, 13746, 1312262095.011544000
M -> S, 5392, 979.994547129, 0.000101089, 0.999968052, 0x8: GENER:FOLLOW_UP, 13746, 1312262095.011557100
M <- S, 5393, 980.070103168, 0.075556040, 1.999973059, 0x2: EVENT:PATH_DELAY_REQ, 6855, 1312262095.086971500
M -> S, 5394, 980.070315123, 0.000211954, 1.999974012, 0x3: EVENT:PATH_DELAY_RESP, 6855, 1312262095.087217100
M -> S, 5395, 980.070401192, 0.000086069, 1.999975204, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6855, 1312262095.087426900
M -> S, 5396, 980.994452000, 0.924050808, 1.000005960, 0x0: EVENT:SYNC, 13747, 1312262096.011549200
M -> S, 5397, 980.994490147, 0.000038147, 2.000008106, 0xB: GENER:ANNOUNCE, 6873, 0.000000000
M -> S, 5398, 980.994503975, 0.000013828, 2.000007868, 0x2: EVENT:PATH_DELAY_REQ, 6873, 1312262096.011615500
M -> S, 5399, 980.994588137, 0.000084162, 1.000041008, 0x8: GENER:FOLLOW_UP, 13747, 1312262096.011563100
M <- S, 5400, 980.995418072, 0.000829935, 1.999949932, 0x3: EVENT:PATH_DELAY_RESP, 6873, 1312262096.011785000
M <- S, 5401, 980.995429039, 0.000010967, 1.999706030, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6873, 1312262096.012289000
M -> S, 5402, 981.994487047, 0.999058008, 1.000035048, 0x0: EVENT:SYNC, 13748, 1312262097.011576200
M -> S, 5403, 981.994609118, 0.000122070, 1.000020981, 0x8: GENER:FOLLOW_UP, 13748, 1312262097.011596900
M <- S, 5404, 982.070249081, 0.075639963, 2.000145912, 0x2: EVENT:PATH_DELAY_REQ, 6856, 1312262097.087109100
M -> S, 5405, 982.070502996, 0.000253916, 2.000187874, 0x3: EVENT:PATH_DELAY_RESP, 6856, 1312262097.087363000
M -> S, 5406, 982.070593119, 0.000090122, 2.000191927, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6856, 1312262097.087614100
M -> S, 5407, 982.994466066, 0.923872948, 0.999979019, 0x0: EVENT:SYNC, 13749, 1312262098.011559000
M -> S, 5408, 982.994500160, 0.000034094, 2.000010014, 0xB: GENER:ANNOUNCE, 6874, 0.000000000
M -> S, 5409, 982.994515181, 0.000015020, 2.000011206, 0x2: EVENT:PATH_DELAY_REQ, 6874, 1312262098.011626500
M -> S, 5410, 982.994601965, 0.000086784, 0.999992847, 0x8: GENER:FOLLOW_UP, 13749, 1312262098.011575900
M <- S, 5411, 982.995459080, 0.000857115, 2.000041008, 0x3: EVENT:PATH_DELAY_RESP, 6874, 1312262098.011792900
M <- S, 5412, 982.995473146, 0.000014067, 2.000044107, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6874, 1312262098.012334100
M -> S, 5413, 983.994448185, 0.998975039, 0.999982119, 0x0: EVENT:SYNC, 13750, 1312262099.011545400
M -> S, 5414, 983.994554996, 0.000106812, 0.999953032, 0x8: GENER:FOLLOW_UP, 13750, 1312262099.011559000
M <- S, 5415, 984.070278168, 0.075723171, 2.000029087, 0x2: EVENT:PATH_DELAY_REQ, 6857, 1312262099.087070000
M -> S, 5416, 984.070496082, 0.000217915, 1.999993086, 0x3: EVENT:PATH_DELAY_RESP, 6857, 1312262099.087392100
M -> S, 5417, 984.070580959, 0.000084877, 1.999987841, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6857, 1312262099.087606900
M -> S, 5418, 984.994451046, 0.923870087, 1.000002861, 0x0: EVENT:SYNC, 13751, 1312262100.011547600
M -> S, 5419, 984.994482994, 0.000031948, 1.999982834, 0xB: GENER:ANNOUNCE, 6875, 0.000000000
M -> S, 5420, 984.994498014, 0.000015020, 1.999982834, 0x2: EVENT:PATH_DELAY_REQ, 6875, 1312262100.011609100
M -> S, 5421, 984.994590044, 0.000092030, 1.000035048, 0x8: GENER:FOLLOW_UP, 13751, 1312262100.011562100
M <- S, 5422, 984.995464087, 0.000874043, 2.000005007, 0x3: EVENT:PATH_DELAY_RESP, 6875, 1312262100.011802900
M <- S, 5423, 984.995476007, 0.000011921, 2.000002861, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6875, 1312262100.012337900
M -> S, 5424, 985.994438171, 0.998962164, 0.999987125, 0x0: EVENT:SYNC, 13752, 1312262101.011535600
M -> S, 5425, 985.994537115, 0.000098944, 0.999947071, 0x8: GENER:FOLLOW_UP, 13752, 1312262101.011549000
M <- S, 5426, 986.070242167, 0.075705051, 1.999963999, 0x2: EVENT:PATH_DELAY_REQ, 6858, 1312262101.087079800
M -> S, 5427, 986.070441008, 0.000198841, 1.999944925, 0x3: EVENT:PATH_DELAY_RESP, 6858, 1312262101.087356100
M -> S, 5428, 986.070525169, 0.000084162, 1.999944210, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6858, 1312262101.087553000
M -> S, 5429, 986.994444132, 0.923918962, 1.000005960, 0x0: EVENT:SYNC, 13753, 1312262102.011542800
M -> S, 5430, 986.994472980, 0.000028849, 1.999989986, 0xB: GENER:ANNOUNCE, 6876, 0.000000000
M -> S, 5431, 986.994488001, 0.000015020, 1.999989986, 0x2: EVENT:PATH_DELAY_REQ, 6876, 1312262102.011599100
M -> S, 5432, 986.994570017, 0.000082016, 1.000032902, 0x8: GENER:FOLLOW_UP, 13753, 1312262102.011555000
M <- S, 5433, 986.995445013, 0.000874996, 1.999980927, 0x3: EVENT:PATH_DELAY_RESP, 6876, 1312262102.011804100
M <- S, 5434, 986.995457172, 0.000012159, 1.999981165, 0xA: GENER:PATH_DELAY_RESP_FOLLOW_UP, 6876, 1312262102.012320000
M -> S, 5435, 987.994436026, 0.998978853, 0.999991894, 0x0: EVENT:SYNC, 13754, 1312262103.011533500
M -> S, 5436, 987.994534016, 0.000097990, 0.999963999, 0x8: GENER:FOLLOW_UP, 13754, 1312262103.011547100
M <- S, 5437, 988.070249081, 0.075715065, 2.000006914, 0x2: EVENT:PATH_DELAY_REQ, 6859, 1312262103.087117900
M -> S, 5438, 988.070476055, 0.000226974, 2.000035048, 0x3: EVENT:PATH_DELAY_RESP, 6859, 1312262103.087363000
